,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Product_I
613,0.6349959072814764,1.1728489886868136,1.7430880905137385,1.277140354419638,1.3380795874824445,1.157220223329761,1.1781227461949797,1.539914877078428,1.8211712130322275,1.0290318839747772,1.308086006529372,1.4061608819186027,0.7198784809206544,0.8664917404401287,1.2266639327779563,1.763743344824139,0.43614226439185233,0.6753090313372485,0.8220134851106815,0.6739746943438593
4761,1.025650350990028,1.9779157243138026,1.6104051968053656,1.5469509298411057,1.3909046941147158,1.6568173658453313,1.791875871077295,1.172062627803567,0.5755741795294046,1.3615056240831973,1.2415941209977985,0.8269472840226513,0.5503928685290218,0.4325753229750043,1.2091814196603394,1.990862816545449,0.7480829222072292,1.1855659688080669,0.9299286618390785,0.27828584427138564
1687,1.339822657230545,1.3006109342276095,1.7163527650159156,1.6156949184679128,1.4930174382296761,1.545842035113471,0.97355820062895,1.2757513534664544,1.578669901156695,1.6905001291230555,1.29707553604224,0.4756400534688481,0.7815068069393849,1.611886061889824,1.4816423376703862,3.4089761670971988,0.484537419454245,1.1083964128725416,0.550581270546816,-0.007306173787788972
2810,1.5779201750007323,1.5499008183897596,1.7507703335156943,0.9818767200177897,1.271617945896169,1.318094787047556,1.0538990935856358,0.7113944825321613,1.4536512877871692,2.277749473622282,1.413652451539719,1.2978966879412253,1.1156765506453414,1.8492850956324798,0.7090614079278731,0.7418569610429161,0.9130541532602421,0.9115561024974387,1.2810680240326071,1.1890095446209146
2821,0.41648453899133275,1.4783975721190574,1.658869441656217,1.4183738806780273,1.6266284246575682,1.316130832269752,0.6346010693027178,1.1784442872373724,1.6014782562213854,3.389898940800158,0.722039515823615,0.8665525846974883,1.1356294115510042,1.2336625484859862,0.5480181251887705,1.7910404404009146,1.0693854359758241,1.3103202547389297,0.8724270559059273,-0.012688131800419507
527,1.2629638887144896,1.5299955583239788,1.2784258081598245,0.7289986853625885,1.2402319852519041,0.7574881038293366,1.5577294130806856,1.0594101186676401,0.9651491545796013,1.3772210859978107,1.155831547599824,0.40666042461871077,1.4058488299872163,2.1145965207812054,1.0350602964937636,1.2420222187500274,0.863759227327657,0.8655160793120373,1.5560367409516689,1.1730841744634295
1639,1.2877375934441233,0.9376121940752153,0.9870072826118975,1.432494449892883,0.8102833459237808,1.7809945534310152,1.6478122923024998,1.2825092559098759,0.49251224117204706,2.3174087651930133,1.228851636909598,0.851159447115853,1.1854635182730688,1.5632043283095793,1.065462167039267,2.22141965547779,0.8880578062757719,1.1639235906185097,0.5929511851855864,0.9578674579819935
417,0.7544475775830226,0.7023533576115002,0.8378422462137471,0.9456853549108183,0.8592387609666182,1.6237921409732226,2.0611029656526685,1.4500983048725675,0.885857987741028,1.4280944343364517,1.0262175606961008,0.7113548730152219,0.9227599770270918,1.4412322225610614,1.2760753171338803,3.0523093393265857,0.9782873847502217,1.8781800305857068,0.8360115926342839,-0.0863585034374722
717,1.776082033852765,1.3489385014258086,1.3442881777010138,1.9386596189455585,1.123615177145633,0.8060356615223432,1.5199100597570896,1.3250670460253502,1.370639407871506,1.9590153415976574,0.814789487200786,1.6218564735123644,0.8603402175376115,2.140617497894139,1.6366674528035166,1.2158099024000633,1.1994096875646212,1.258068363047026,0.8817538750589794,1.503413750395617
1751,2.2225894729996787,1.6085069275052684,0.8432521788899893,1.0268778991126044,1.3421119650736437,0.7657669263941055,1.0767796949128987,0.8595994150566928,0.5548435221679225,0.056113231493070015,0.9591458164728579,0.9976407145298992,1.3509523382550115,2.471116433038559,1.2575868948089277,1.5820902557954692,1.6064488074653722,0.43787553735370865,1.0281675988514059,1.075553839020236
3696,1.3216146135716624,1.2079498785522842,1.5398687419895158,1.714071763816686,0.9259837119434243,1.8198620693602112,1.446169035300686,1.294662478721065,0.6544526063704892,0.7435841281875413,0.8602633991807244,0.8372081566630161,1.1166756948693466,1.7677434829095613,1.2576573738187173,1.3407898469030743,0.4628994836436522,0.9293261399830783,1.2331251482602585,1.360528912494971
3191,-0.015553674222660463,1.392544097366206,1.6249876692434597,1.0160617483605132,1.363220663576142,1.5706383208720318,1.7954350403480677,0.7069095780135775,1.3529562772553996,-0.49487852195051807,1.505270988074123,1.4320783100408718,1.3367096178809459,0.766891040309987,0.45088719994093496,1.1090289415029497,0.8917006541662525,1.2080766646834094,1.2214720518242714,0.847945804987629
4156,1.1523730458575443,0.9423055503154406,1.3192027507212105,1.9270241816248266,1.2912546783468275,0.9371721155647043,1.5861692052536613,1.4535958492714343,0.8423550570903658,1.5272829308614801,1.3932973666363644,0.7492206843435568,1.2042788680905372,1.2601360376245658,1.467551060385758,1.8710906191622807,1.2218145470566033,0.7379511218125616,0.8310457008592849,1.1796563861879765
