,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Product_I
613,1.2756294799057961,1.6787474655951202,0.9057496693238183,1.638248094736402,1.9085837994736299,1.2241347167281729,1.4301870650800816,1.666347905274916,1.8650242390810774,2.9705223090710913,1.65242330403438,1.0861745614427494,1.067741168538112,1.7504540587628465,1.734350313697124,2.1527334087451826,0.835323585392474,0.48560867000034497,0.7835224372915797,0.8539490148418402
4761,2.1379910103813864,1.4742575751473284,1.1261723380107178,0.7092109255927692,1.3014245313165314,1.6214782399112424,1.4483715763568765,2.026291409003226,0.879721873185602,1.6114542877716982,0.9023644398529195,1.367137248342785,0.6394785693900552,1.1786699992446559,1.1412330991471282,3.0389571655282923,1.0783172026849261,0.8894173208507452,0.9191122278754418,0.4899686142944849
1687,1.2929129893666471,0.656259353967762,0.6043373208390173,1.694897787997663,1.476748175682741,0.9961976575455543,1.1776619277052336,1.8075274201517357,1.183658260206134,1.0295365254222137,0.7945560699812471,1.0292871375764532,0.502091477789971,1.7410714756633336,1.2429222269863227,1.7233302914538062,0.991459505430016,1.0873026856113115,1.4799219135224864,1.4029917180946676
2810,1.241004503126564,0.8936684288368053,0.6155712796737189,0.9981001666392314,1.4810992157637746,1.9415630170902536,1.1266441526732511,0.9469046778450725,1.8236256056860816,0.05170379817570153,1.3382519794407477,1.3688457773680882,1.1220450579307448,1.1734743060920363,0.9339248009862093,1.023044277185441,0.6904446932957218,1.5107990578267723,1.1944999924578004,1.2299030516296088
2821,0.9009477556249016,1.1126011465735814,0.8233238121236179,1.6221962043186855,1.4034201345926471,1.3966669418579274,2.0285978076640787,1.1076184396439157,1.7001582323453175,2.730385085358661,1.093846915562303,0.9308630982890823,0.5997250519821791,2.6618974696532125,1.2013919123097536,1.7993078412670107,1.5685992216809783,1.2562473570465034,0.8527345615058581,0.7703925813165231
527,1.2769559539703639,0.24980121197497807,1.1738268748320864,1.6666188446604833,1.1431524187242597,0.2416563540583705,1.1389353303458094,1.891105572688174,1.0043439804306704,1.6294697524403008,0.9217652562789583,0.9623867911211086,0.3492278945437669,2.0007179385477225,0.9422342567186242,2.5278114314414633,1.4111349903611092,1.4246713924525243,0.6827433864401724,0.3935375403496295
1639,1.0770112662271025,1.5908983022110903,0.7340627965451225,1.4532495286868632,1.269206185611541,1.1473642875071115,0.5130264055366485,1.2783407475401547,0.5911327553262999,1.9347486244368985,1.013729887576113,1.3562408251324658,1.0379913638413922,1.5270614113712127,1.1529334507663873,1.3989367677960216,0.7425689033369928,0.9608507410569362,0.4883426965420422,0.941806337794556
417,1.575734627721261,1.0706904167667606,1.0667496682692303,1.5504024098926463,1.1787018215840734,0.866854029243857,0.7496024139460347,0.696988394809543,1.0061802710492738,2.0700485151662917,0.9970097005618459,0.7898714741796043,1.2193176177242422,2.8607766695945815,0.921147055981952,1.672661226264766,1.073897650994677,1.007924359644492,1.18473871226553,1.0592789226963888
717,1.0867163534779325,1.104022578496759,1.1681335284832812,1.283627699990592,1.677624862602585,0.5433621049671479,1.1370990712885656,1.1796613482915461,0.8780124638286155,1.9219838315648405,0.8003125125495565,1.0282083381047498,1.3395395578420533,2.013543916099703,1.2992762301521938,1.35021621858255,1.0559368097731376,1.2699288895858074,1.0044140320680583,0.9961220532472888
1751,1.2433542751776852,0.502502126990061,1.2027024290820147,1.3761497657456885,0.4207873010513384,2.077538035159751,1.5365459907148051,1.678688606207314,1.4177659053707707,2.1095084399086934,0.6231716282083175,1.339119141455786,1.1365339029463097,2.7602478482321744,1.6670977370324604,1.484349088125921,1.09660864851933,1.4697239920291958,1.2799727058186694,0.49216725965563685
